,Ob,Age,Overall,Potential,Special,International Reputation,Weak Foot,Skill Moves,Height,Weight,Positions Average,Exponential Term,Quadratic Term,Top 20 Clubs,Average Club Wages
229,12975,29,67,67,1414,1.0,3.0,2.0,76.0,187.0,54.42307692307692,44.40892098500626,4489,0.0,0.0
230,12976,31,87,87,1345,3.0,3.0,1.0,73.0,176.0,0.0,3851.8598887744715,7569,307.0,0.0
231,12977,19,71,84,1809,1.0,3.0,3.0,69.0,150.0,64.92307692307692,108.42021724855044,5041,0.0,0.0
232,12978,35,53,53,1000,1.0,2.0,2.0,77.0,174.0,36.65384615384615,1.953125,2809,0.0,0.0
233,12979,27,64,64,1729,1.0,4.0,3.0,66.0,143.0,60.92307692307692,22.737367544323206,4096,0.0,0.0
234,12980,21,62,72,1009,1.0,2.0,1.0,75.0,154.0,0.0,14.551915228366852,3844,0.0,0.0
235,12981,28,65,67,1424,1.0,2.0,2.0,71.0,163.0,52.23076923076923,28.421709430404007,4225,0.0,0.0
236,12982,32,84,84,2106,3.0,3.0,3.0,75.0,187.0,78.0,1972.1522630525294,7056,221.0,0.0
237,12983,20,70,81,1435,1.0,3.0,2.0,75.0,196.0,53.57692307692308,86.73617379884035,4900,0.0,0.0
238,12984,31,73,73,1939,1.0,3.0,3.0,69.0,154.0,69.57692307692308,169.40658945086008,5329,0.0,0.0
239,12985,26,64,65,1574,1.0,3.0,3.0,69.0,150.0,53.65384615384615,22.737367544323206,4096,0.0,0.0
240,12986,22,61,67,1605,1.0,3.0,3.0,72.0,170.0,58.42307692307692,11.641532182693481,3721,0.0,0.0
241,12987,34,72,72,1947,2.0,3.0,3.0,73.0,190.0,69.96153846153847,135.52527156068805,5184,0.0,13063.0
242,12988,20,61,75,1703,1.0,3.0,3.0,74.0,168.0,61.84615384615385,11.641532182693481,3721,0.0,0.0
243,12989,20,66,74,1132,1.0,3.0,1.0,73.0,176.0,0.0,35.52713678800501,4356,0.0,39595.0
244,12990,34,74,74,1910,2.0,3.0,2.0,70.0,163.0,69.46153846153847,211.75823681357508,5476,134.0,0.0
245,12991,19,59,73,1264,1.0,3.0,2.0,74.0,176.0,45.80769230769231,7.450580596923828,3481,0.0,14316.0
246,12992,23,73,79,1700,1.0,3.0,2.0,72.0,165.0,62.19230769230769,169.40658945086008,5329,0.0,0.0
247,12993,22,60,68,1631,1.0,3.0,3.0,70.0,148.0,58.38461538461539,9.313225746154785,3600,0.0,0.0
248,12994,22,63,70,1353,1.0,2.0,2.0,77.0,165.0,49.76923076923077,18.189894035458565,3969,0.0,0.0
249,12995,30,75,75,1603,1.0,3.0,2.0,74.0,183.0,57.03846153846154,264.6977960169689,5625,0.0,0.0
250,12996,23,74,80,1834,1.0,4.0,4.0,74.0,198.0,65.53846153846153,211.75823681357508,5476,125.0,0.0
251,12997,29,76,76,1768,1.0,3.0,3.0,74.0,172.0,63.15384615384615,330.8722450212111,5776,0.0,17599.0
252,12998,31,67,67,1771,1.0,3.0,2.0,72.0,179.0,63.5,44.40892098500626,4489,0.0,1589.0
253,12999,34,69,69,1108,1.0,2.0,1.0,76.0,194.0,0.0,69.38893903907228,4761,0.0,0.0
254,13000,23,66,71,1362,1.0,3.0,2.0,72.0,165.0,46.65384615384615,35.52713678800501,4356,0.0,0.0
255,13001,24,64,69,1713,1.0,3.0,3.0,73.0,176.0,60.88461538461539,22.737367544323206,4096,0.0,0.0
256,13002,28,68,68,1469,1.0,2.0,2.0,74.0,174.0,52.88461538461539,55.51115123125783,4624,0.0,0.0
257,13003,24,75,76,1820,2.0,3.0,4.0,66.0,157.0,67.42307692307692,264.6977960169689,5625,0.0,71381.0
258,13004,27,70,70,1655,1.0,4.0,3.0,72.0,170.0,58.07692307692308,86.73617379884035,4900,0.0,0.0
259,13005,30,66,66,1707,1.0,2.0,2.0,70.0,161.0,61.53846153846154,35.52713678800501,4356,0.0,0.0
260,13006,33,63,63,1155,1.0,3.0,1.0,72.0,181.0,0.0,18.189894035458565,3969,0.0,0.0
261,13007,21,65,77,1077,1.0,2.0,1.0,75.0,185.0,0.0,28.421709430404007,4225,0.0,0.0
262,13008,37,62,62,1542,,,,0.0,0.0,0.0,14.551915228366852,3844,0.0,0.0
263,13009,28,77,77,1684,1.0,3.0,2.0,76.0,185.0,61.96153846153846,413.59030627651384,5929,0.0,18741.0
264,13010,33,71,71,1424,1.0,2.0,2.0,70.0,187.0,52.73076923076923,108.42021724855044,5041,0.0,0.0
265,13011,19,61,74,1562,1.0,3.0,3.0,75.0,157.0,56.38461538461539,11.641532182693481,3721,0.0,0.0
266,13012,24,64,66,1786,1.0,3.0,2.0,73.0,179.0,63.65384615384615,22.737367544323206,4096,0.0,0.0
267,13013,26,63,66,1579,1.0,3.0,2.0,67.0,157.0,56.0,18.189894035458565,3969,0.0,0.0
268,13014,18,59,79,1499,1.0,4.0,2.0,70.0,150.0,52.88461538461539,7.450580596923828,3481,0.0,0.0
269,13015,31,68,68,1469,1.0,2.0,2.0,73.0,187.0,52.38461538461539,55.51115123125783,4624,0.0,0.0
270,13016,21,69,79,1744,1.0,4.0,3.0,68.0,154.0,61.65384615384615,69.38893903907228,4761,0.0,0.0
271,13017,26,69,69,1806,1.0,3.0,2.0,72.0,168.0,63.92307692307692,69.38893903907228,4761,0.0,0.0
272,13018,20,61,74,1621,1.0,3.0,3.0,71.0,161.0,58.69230769230769,11.641532182693481,3721,0.0,0.0
273,13019,29,68,68,1717,1.0,3.0,3.0,69.0,168.0,59.34615384615385,55.51115123125783,4624,0.0,0.0
274,13020,24,70,73,1724,1.0,3.0,3.0,71.0,157.0,60.38461538461539,86.73617379884035,4900,0.0,0.0
275,13021,20,76,85,1920,1.0,4.0,3.0,74.0,181.0,72.0,330.8722450212111,5776,0.0,0.0
276,13022,18,50,67,1165,1.0,3.0,2.0,70.0,172.0,38.80769230769231,1.0,2500,0.0,0.0
277,13023,30,69,69,1521,1.0,3.0,2.0,75.0,168.0,55.61538461538461,69.38893903907228,4761,0.0,0.0
278,13024,23,70,77,1689,1.0,4.0,3.0,74.0,172.0,59.07692307692308,86.73617379884035,4900,0.0,0.0
279,13025,28,66,66,1607,1.0,3.0,2.0,69.0,154.0,59.15384615384615,35.52713678800501,4356,0.0,0.0
280,13026,31,67,67,1555,1.0,3.0,2.0,71.0,148.0,57.23076923076923,44.40892098500626,4489,0.0,0.0
281,13027,32,72,72,1540,1.0,2.0,2.0,73.0,185.0,56.23076923076923,135.52527156068805,5184,0.0,0.0
282,13028,22,64,72,1717,1.0,3.0,2.0,71.0,168.0,62.73076923076923,22.737367544323206,4096,0.0,0.0
283,13029,25,60,61,1657,1.0,3.0,2.0,70.0,134.0,58.15384615384615,9.313225746154785,3600,0.0,26755.0
284,13030,32,73,73,1016,1.0,3.0,1.0,74.0,198.0,0.0,169.40658945086008,5329,0.0,0.0
285,13031,19,60,78,1425,1.0,3.0,3.0,67.0,143.0,50.96153846153846,9.313225746154785,3600,0.0,11806.0
286,13032,25,69,74,1766,1.0,3.0,3.0,73.0,179.0,62.19230769230769,69.38893903907228,4761,0.0,6821.0
287,13033,30,67,67,1801,1.0,2.0,3.0,71.0,157.0,62.19230769230769,44.40892098500626,4489,0.0,0.0
288,13034,19,63,79,1587,1.0,2.0,3.0,67.0,137.0,57.07692307692308,18.189894035458565,3969,0.0,15567.0
289,13035,36,71,71,1885,1.0,4.0,3.0,67.0,143.0,65.84615384615384,108.42021724855044,5041,0.0,0.0
290,13036,20,62,74,1463,1.0,4.0,2.0,69.0,141.0,53.42307692307692,14.551915228366852,3844,0.0,5492.0
291,13037,26,72,73,1897,1.0,3.0,3.0,67.0,143.0,70.42307692307692,135.52527156068805,5184,0.0,0.0
292,13038,20,70,85,1836,1.0,3.0,3.0,71.0,163.0,68.07692307692308,86.73617379884035,4900,0.0,0.0
293,13039,29,64,64,1710,1.0,3.0,2.0,69.0,170.0,63.07692307692308,22.737367544323206,4096,0.0,0.0
294,13040,24,73,76,1987,1.0,2.0,3.0,69.0,159.0,71.07692307692308,169.40658945086008,5329,0.0,7840.0
295,13041,26,79,80,2030,1.0,4.0,3.0,74.0,174.0,76.65384615384616,646.2348535570528,6241,0.0,0.0
296,13042,22,62,69,1426,1.0,4.0,2.0,70.0,148.0,51.19230769230769,14.551915228366852,3844,0.0,9662.0
297,13043,26,60,60,1607,1.0,2.0,2.0,70.0,132.0,57.11538461538461,9.313225746154785,3600,0.0,0.0
298,13044,23,68,75,1548,1.0,2.0,2.0,75.0,183.0,55.26923076923077,55.51115123125783,4624,0.0,0.0
299,13045,26,74,76,1119,1.0,3.0,1.0,74.0,165.0,0.0,211.75823681357508,5476,0.0,0.0
300,13046,30,69,69,1741,1.0,3.0,3.0,69.0,157.0,62.61538461538461,69.38893903907228,4761,0.0,0.0
301,13047,26,80,81,1987,2.0,2.0,3.0,72.0,179.0,73.8076923076923,807.7935669463161,6400,0.0,30150.0
302,13048,29,72,72,1758,1.0,2.0,2.0,71.0,179.0,61.26923076923077,135.52527156068805,5184,0.0,0.0
303,13049,19,56,71,834,1.0,3.0,1.0,74.0,187.0,0.0,3.814697265625,3136,0.0,0.0
304,13050,26,58,60,1426,1.0,3.0,2.0,73.0,165.0,52.84615384615385,5.9604644775390625,3364,0.0,0.0
305,13051,25,66,67,1783,1.0,3.0,3.0,71.0,159.0,62.57692307692308,35.52713678800501,4356,0.0,0.0
306,13052,23,74,80,1676,1.0,3.0,2.0,70.0,161.0,64.57692307692308,211.75823681357508,5476,0.0,0.0
307,13053,29,61,61,1068,1.0,2.0,1.0,74.0,172.0,0.0,11.641532182693481,3721,0.0,0.0
308,13054,34,64,64,1037,1.0,3.0,1.0,73.0,179.0,0.0,22.737367544323206,4096,0.0,0.0
309,13055,22,62,69,1607,1.0,4.0,3.0,70.0,172.0,56.92307692307692,14.551915228366852,3844,0.0,0.0
310,13056,22,58,65,1600,1.0,3.0,2.0,68.0,134.0,56.26923076923077,5.9604644775390625,3364,0.0,0.0
311,13057,32,64,64,1824,1.0,3.0,3.0,69.0,137.0,65.0,22.737367544323206,4096,0.0,0.0
312,13058,21,68,77,1638,1.0,3.0,2.0,69.0,161.0,61.19230769230769,55.51115123125783,4624,0.0,37630.0
313,13059,28,68,68,1824,1.0,4.0,3.0,71.0,154.0,65.92307692307692,55.51115123125783,4624,0.0,23928.0
314,13060,20,60,72,1541,1.0,4.0,3.0,70.0,143.0,53.65384615384615,9.313225746154785,3600,0.0,0.0
315,13061,32,73,73,1853,1.0,4.0,3.0,70.0,165.0,68.61538461538461,169.40658945086008,5329,0.0,0.0
316,13062,26,65,65,1762,1.0,3.0,3.0,69.0,154.0,60.42307692307692,28.421709430404007,4225,0.0,0.0
317,13063,21,75,81,1949,1.0,3.0,3.0,70.0,163.0,72.0,264.6977960169689,5625,0.0,0.0
318,13064,28,65,65,1832,1.0,3.0,2.0,67.0,163.0,63.61538461538461,28.421709430404007,4225,0.0,0.0
319,13065,18,66,87,1602,1.0,3.0,3.0,65.0,121.0,56.92307692307692,35.52713678800501,4356,0.0,39595.0
320,13066,18,60,76,1426,1.0,3.0,2.0,73.0,176.0,49.46153846153846,9.313225746154785,3600,0.0,0.0
321,13067,20,62,76,1686,1.0,3.0,2.0,72.0,170.0,60.92307692307692,14.551915228366852,3844,0.0,0.0
322,13068,23,61,65,1537,1.0,4.0,2.0,69.0,159.0,57.07692307692308,11.641532182693481,3721,0.0,0.0
323,13069,29,74,74,1680,2.0,2.0,2.0,74.0,196.0,61.65384615384615,211.75823681357508,5476,0.0,7840.0
324,13070,23,66,75,1748,1.0,2.0,3.0,72.0,176.0,60.07692307692308,35.52713678800501,4356,0.0,0.0
325,13071,29,64,64,1575,1.0,3.0,2.0,73.0,170.0,54.0,22.737367544323206,4096,0.0,0.0
326,13072,25,64,69,1505,1.0,3.0,2.0,72.0,161.0,55.07692307692308,22.737367544323206,4096,0.0,0.0
327,13073,26,66,66,1686,1.0,3.0,2.0,72.0,170.0,60.5,35.52713678800501,4356,0.0,0.0
328,13074,35,63,63,1791,1.0,3.0,2.0,67.0,170.0,62.46153846153846,18.189894035458565,3969,0.0,0.0
329,13075,26,70,72,1813,1.0,3.0,3.0,72.0,159.0,66.1923076923077,86.73617379884035,4900,0.0,0.0
330,13076,22,61,72,1434,1.0,2.0,2.0,73.0,161.0,50.23076923076923,11.641532182693481,3721,0.0,0.0
331,13077,31,64,64,1586,1.0,3.0,2.0,73.0,172.0,55.73076923076923,22.737367544323206,4096,0.0,0.0
332,13078,25,68,70,1781,1.0,4.0,4.0,67.0,152.0,61.73076923076923,55.51115123125783,4624,0.0,2571.0
333,13079,27,73,74,1857,1.0,4.0,3.0,69.0,165.0,67.73076923076923,169.40658945086008,5329,0.0,0.0
334,13080,19,57,71,1412,1.0,3.0,2.0,72.0,165.0,49.80769230769231,4.76837158203125,3249,0.0,0.0
335,13081,23,82,87,1319,1.0,3.0,1.0,74.0,170.0,0.0,1262.177448353619,6724,0.0,32632.0
336,13082,22,66,77,1791,1.0,3.0,3.0,71.0,163.0,64.96153846153847,35.52713678800501,4356,0.0,0.0
337,13083,29,72,73,1611,1.0,3.0,2.0,74.0,181.0,59.23076923076923,135.52527156068805,5184,0.0,0.0
338,13084,18,57,77,1556,1.0,3.0,2.0,74.0,196.0,55.42307692307692,4.76837158203125,3249,0.0,0.0
339,13085,19,57,70,1430,1.0,3.0,2.0,71.0,157.0,51.61538461538461,4.76837158203125,3249,0.0,0.0
340,13086,23,65,73,1701,1.0,3.0,4.0,70.0,157.0,63.65384615384615,28.421709430404007,4225,0.0,0.0
341,13087,23,58,64,1336,1.0,3.0,2.0,69.0,159.0,45.15384615384615,5.9604644775390625,3364,0.0,3135.0
342,13088,31,70,70,1633,1.0,3.0,2.0,70.0,165.0,59.88461538461539,86.73617379884035,4900,0.0,0.0
343,13089,28,65,65,1795,1.0,4.0,3.0,67.0,152.0,64.0,28.421709430404007,4225,0.0,0.0
344,13090,24,69,72,1818,1.0,2.0,3.0,68.0,165.0,63.80769230769231,69.38893903907228,4761,0.0,6143.0
345,13091,24,63,67,1654,1.0,2.0,2.0,69.0,137.0,61.26923076923077,18.189894035458565,3969,0.0,0.0
346,13092,21,63,73,1629,1.0,3.0,3.0,69.0,150.0,60.11538461538461,18.189894035458565,3969,0.0,0.0
347,13093,24,55,58,1473,1.0,2.0,2.0,71.0,165.0,52.57692307692308,3.0517578125,3025,0.0,0.0
348,13094,25,65,72,1625,1.0,3.0,2.0,70.0,148.0,60.23076923076923,28.421709430404007,4225,0.0,0.0
349,13095,19,59,69,1485,1.0,2.0,2.0,68.0,150.0,54.07692307692308,7.450580596923828,3481,0.0,0.0
350,13096,28,69,69,1583,1.0,2.0,2.0,74.0,181.0,58.19230769230769,69.38893903907228,4761,0.0,6460.0
351,13097,25,66,71,1626,1.0,2.0,2.0,72.0,159.0,56.88461538461539,35.52713678800501,4356,0.0,0.0
352,13098,32,71,71,1736,1.0,2.0,3.0,74.0,174.0,67.3076923076923,108.42021724855044,5041,0.0,0.0
353,13099,29,75,75,1860,2.0,4.0,3.0,71.0,152.0,65.34615384615384,264.6977960169689,5625,0.0,13247.0
354,13100,32,67,67,1713,1.0,3.0,2.0,75.0,190.0,61.19230769230769,44.40892098500626,4489,0.0,0.0
355,13101,28,70,70,1846,1.0,2.0,3.0,70.0,170.0,66.88461538461539,86.73617379884035,4900,0.0,0.0
356,13102,25,67,68,1837,1.0,3.0,3.0,70.0,154.0,65.57692307692308,44.40892098500626,4489,0.0,0.0
357,13103,25,65,71,1551,1.0,2.0,2.0,72.0,159.0,54.07692307692308,28.421709430404007,4225,0.0,0.0
358,13104,25,69,72,1594,1.0,3.0,2.0,73.0,196.0,56.92307692307692,69.38893903907228,4761,0.0,0.0
359,13105,29,77,77,2051,1.0,3.0,2.0,71.0,172.0,75.34615384615384,413.59030627651384,5929,0.0,40567.0
360,13106,22,58,66,1297,1.0,3.0,2.0,74.0,198.0,44.23076923076923,5.9604644775390625,3364,0.0,0.0
361,13107,34,70,70,1822,1.0,1.0,2.0,73.0,170.0,64.76923076923077,86.73617379884035,4900,0.0,0.0
362,13108,19,73,84,1644,1.0,3.0,3.0,73.0,176.0,64.1923076923077,169.40658945086008,5329,114.0,0.0
363,13109,26,71,74,1596,1.0,3.0,2.0,72.0,170.0,59.65384615384615,108.42021724855044,5041,0.0,0.0
364,13110,22,61,69,1601,1.0,3.0,3.0,69.0,141.0,54.46153846153846,11.641532182693481,3721,0.0,0.0
365,13111,25,75,80,1737,1.0,3.0,3.0,75.0,198.0,61.42307692307692,264.6977960169689,5625,0.0,0.0
366,13112,20,60,72,1597,1.0,3.0,2.0,72.0,165.0,58.26923076923077,9.313225746154785,3600,0.0,0.0
367,13113,25,68,73,1093,1.0,2.0,1.0,73.0,183.0,0.0,55.51115123125783,4624,0.0,0.0
368,13114,27,70,71,1831,1.0,3.0,3.0,73.0,183.0,66.15384615384616,86.73617379884035,4900,0.0,0.0
369,13115,20,76,84,1662,1.0,3.0,2.0,76.0,172.0,63.76923076923077,330.8722450212111,5776,134.0,0.0
370,13116,18,57,77,1282,1.0,3.0,2.0,74.0,165.0,43.65384615384615,4.76837158203125,3249,0.0,0.0
371,13117,21,56,66,1581,1.0,3.0,2.0,71.0,141.0,54.69230769230769,3.814697265625,3136,0.0,0.0
372,13118,22,61,73,1331,1.0,3.0,2.0,74.0,154.0,47.76923076923077,11.641532182693481,3721,0.0,0.0
373,13119,27,60,60,1614,1.0,3.0,2.0,71.0,143.0,56.0,9.313225746154785,3600,0.0,0.0
374,13120,22,73,79,1938,1.0,4.0,3.0,69.0,157.0,70.34615384615384,169.40658945086008,5329,0.0,15567.0
375,13121,29,75,75,1775,1.0,2.0,2.0,70.0,174.0,67.57692307692308,264.6977960169689,5625,0.0,0.0
376,13122,26,73,76,1166,1.0,3.0,1.0,77.0,203.0,0.0,169.40658945086008,5329,0.0,0.0
377,13123,28,62,62,1646,1.0,3.0,2.0,71.0,159.0,58.19230769230769,14.551915228366852,3844,0.0,10908.0
378,13124,23,66,71,1809,1.0,3.0,3.0,72.0,179.0,64.46153846153847,35.52713678800501,4356,0.0,0.0
379,13125,24,65,68,1604,1.0,3.0,2.0,69.0,143.0,56.0,28.421709430404007,4225,0.0,0.0
380,13126,24,64,70,1612,1.0,3.0,2.0,68.0,143.0,59.65384615384615,22.737367544323206,4096,0.0,0.0
381,13127,22,64,74,1631,1.0,3.0,2.0,69.0,150.0,59.0,22.737367544323206,4096,0.0,0.0
382,13128,24,68,72,1789,1.0,4.0,3.0,69.0,159.0,66.11538461538461,55.51115123125783,4624,0.0,0.0
383,13129,26,69,69,1690,1.0,5.0,4.0,70.0,159.0,60.57692307692308,69.38893903907228,4761,0.0,0.0
384,13130,32,68,68,1725,2.0,3.0,2.0,72.0,192.0,61.69230769230769,55.51115123125783,4624,0.0,0.0
385,13131,33,70,70,1756,2.0,2.0,2.0,75.0,198.0,65.15384615384616,86.73617379884035,4900,0.0,0.0
386,13132,32,80,80,1806,3.0,4.0,3.0,74.0,196.0,66.0,807.7935669463161,6400,0.0,30072.0
387,13133,23,63,68,1508,1.0,3.0,3.0,70.0,154.0,55.23076923076923,18.189894035458565,3969,0.0,0.0
388,13134,27,65,65,1717,1.0,2.0,2.0,71.0,159.0,62.76923076923077,28.421709430404007,4225,0.0,0.0
389,13135,25,61,64,1534,1.0,3.0,3.0,71.0,141.0,53.92307692307692,11.641532182693481,3721,0.0,0.0
390,13136,24,69,77,1072,1.0,3.0,1.0,71.0,150.0,0.0,69.38893903907228,4761,0.0,9717.0
391,13137,38,69,69,1815,2.0,3.0,2.0,69.0,176.0,64.5,69.38893903907228,4761,0.0,0.0
392,13138,27,69,69,1660,1.0,3.0,2.0,70.0,163.0,62.23076923076923,69.38893903907228,4761,0.0,10908.0
393,13139,20,57,68,1501,1.0,3.0,3.0,70.0,185.0,48.73076923076923,4.76837158203125,3249,0.0,0.0
394,13140,22,69,77,1622,1.0,4.0,2.0,69.0,157.0,62.65384615384615,69.38893903907228,4761,0.0,0.0
395,13141,29,66,66,1689,1.0,3.0,2.0,72.0,176.0,61.46153846153846,35.52713678800501,4356,0.0,0.0
396,13142,22,61,65,1663,1.0,3.0,2.0,66.0,163.0,60.23076923076923,11.641532182693481,3721,0.0,7842.0
397,13143,29,67,67,1727,1.0,3.0,3.0,68.0,148.0,63.80769230769231,44.40892098500626,4489,0.0,0.0
398,13144,23,59,64,1355,1.0,3.0,2.0,72.0,172.0,49.07692307692308,7.450580596923828,3481,0.0,0.0
399,13145,21,55,63,1410,1.0,2.0,2.0,71.0,163.0,53.15384615384615,3.0517578125,3025,0.0,0.0
400,13146,20,55,70,1478,1.0,3.0,2.0,74.0,143.0,54.42307692307692,3.0517578125,3025,0.0,0.0
401,13147,22,61,71,1481,1.0,2.0,2.0,69.0,159.0,52.73076923076923,11.641532182693481,3721,0.0,0.0
402,13148,18,51,67,1210,1.0,3.0,2.0,70.0,159.0,39.92307692307692,1.25,2601,0.0,0.0
403,13149,18,53,69,775,1.0,3.0,1.0,75.0,187.0,0.0,1.953125,2809,0.0,0.0
404,13150,26,68,69,1883,1.0,4.0,3.0,72.0,179.0,67.53846153846153,55.51115123125783,4624,0.0,5030.0
405,13151,25,71,75,1546,1.0,3.0,2.0,74.0,192.0,54.34615384615385,108.42021724855044,5041,0.0,0.0
406,13152,25,60,63,1733,1.0,3.0,2.0,69.0,165.0,61.38461538461539,9.313225746154785,3600,0.0,0.0
407,13153,21,60,67,1460,1.0,2.0,3.0,68.0,143.0,51.96153846153846,9.313225746154785,3600,0.0,0.0
408,13154,22,67,79,1168,1.0,3.0,1.0,73.0,172.0,0.0,44.40892098500626,4489,0.0,0.0
409,13155,33,73,73,1870,2.0,3.0,3.0,72.0,181.0,68.84615384615384,169.40658945086008,5329,0.0,0.0
410,13156,30,63,63,1688,1.0,3.0,2.0,68.0,148.0,60.38461538461539,18.189894035458565,3969,0.0,0.0
411,13157,32,74,74,1807,2.0,4.0,2.0,70.0,172.0,67.07692307692308,211.75823681357508,5476,0.0,0.0
412,13158,20,59,69,878,1.0,3.0,1.0,72.0,179.0,0.0,7.450580596923828,3481,0.0,0.0
413,13159,25,68,69,1717,1.0,3.0,3.0,70.0,154.0,58.92307692307692,55.51115123125783,4624,0.0,0.0
414,13160,32,71,71,1915,1.0,4.0,3.0,70.0,152.0,68.6923076923077,108.42021724855044,5041,0.0,0.0
415,13161,23,56,66,1054,1.0,2.0,1.0,77.0,187.0,0.0,3.814697265625,3136,0.0,0.0
416,13162,22,75,81,1858,2.0,4.0,3.0,69.0,157.0,64.23076923076923,264.6977960169689,5625,0.0,37630.0
417,13163,21,64,74,1601,1.0,3.0,2.0,72.0,174.0,58.76923076923077,22.737367544323206,4096,0.0,0.0
418,13164,35,63,63,1700,1.0,3.0,3.0,71.0,165.0,59.03846153846154,18.189894035458565,3969,0.0,0.0
419,13165,35,62,62,1624,1.0,3.0,3.0,67.0,172.0,54.07692307692308,14.551915228366852,3844,0.0,0.0
420,13166,35,68,68,1436,1.0,3.0,2.0,69.0,163.0,51.23076923076923,55.51115123125783,4624,0.0,0.0
421,13167,23,66,74,1080,1.0,2.0,1.0,77.0,190.0,0.0,35.52713678800501,4356,0.0,0.0
422,13168,30,74,74,2010,1.0,3.0,2.0,70.0,168.0,72.6923076923077,211.75823681357508,5476,0.0,0.0
423,13169,30,89,89,2107,4.0,4.0,4.0,68.0,154.0,74.96153846153847,6018.531076210112,7921,294.0,0.0
424,13170,28,72,72,1872,2.0,3.0,3.0,71.0,170.0,68.07692307692308,135.52527156068805,5184,0.0,14316.0
425,13171,20,60,74,1525,1.0,4.0,3.0,72.0,161.0,52.76923076923077,9.313225746154785,3600,0.0,0.0
426,13172,21,69,80,1695,1.0,4.0,3.0,69.0,141.0,63.92307692307692,69.38893903907228,4761,140.0,0.0
427,13173,29,78,78,2060,2.0,3.0,4.0,72.0,172.0,75.34615384615384,516.9878828456423,6084,0.0,21603.0
428,13174,24,67,73,1736,1.0,3.0,2.0,72.0,176.0,61.73076923076923,44.40892098500626,4489,0.0,0.0
429,13175,20,53,58,1347,1.0,3.0,2.0,72.0,150.0,46.80769230769231,1.953125,2809,0.0,0.0
430,13176,29,78,78,1992,2.0,4.0,4.0,67.0,152.0,70.6923076923077,516.9878828456423,6084,0.0,8389.0
431,13177,33,71,71,1776,1.0,3.0,2.0,71.0,172.0,66.38461538461539,108.42021724855044,5041,0.0,0.0
432,13178,29,70,70,1805,1.0,3.0,3.0,71.0,163.0,63.07692307692308,86.73617379884035,4900,0.0,24228.0
433,13179,31,64,64,1738,1.0,3.0,3.0,68.0,187.0,62.26923076923077,22.737367544323206,4096,0.0,0.0
434,13180,19,68,83,1775,1.0,3.0,3.0,69.0,143.0,64.07692307692308,55.51115123125783,4624,0.0,0.0
435,13181,25,61,62,1566,1.0,3.0,2.0,68.0,157.0,55.53846153846154,11.641532182693481,3721,0.0,0.0
436,13182,20,60,70,1540,1.0,4.0,2.0,72.0,159.0,53.53846153846154,9.313225746154785,3600,0.0,0.0
437,13183,24,64,69,1496,1.0,3.0,2.0,72.0,174.0,54.38461538461539,22.737367544323206,4096,0.0,0.0
438,13184,18,56,70,1295,1.0,3.0,2.0,75.0,168.0,43.46153846153846,3.814697265625,3136,0.0,0.0
439,13185,19,54,67,1345,1.0,4.0,2.0,75.0,174.0,47.34615384615385,2.44140625,2916,0.0,0.0
440,13186,23,69,75,1793,1.0,2.0,3.0,70.0,161.0,66.23076923076923,69.38893903907228,4761,0.0,0.0
441,13187,20,61,73,1394,1.0,2.0,2.0,68.0,154.0,49.61538461538461,11.641532182693481,3721,0.0,20156.0
442,13188,27,62,63,1727,1.0,3.0,2.0,72.0,174.0,61.73076923076923,14.551915228366852,3844,0.0,0.0
443,13189,25,66,69,1639,1.0,3.0,2.0,75.0,179.0,60.42307692307692,35.52713678800501,4356,0.0,0.0
444,13190,29,73,74,1820,1.0,3.0,2.0,72.0,170.0,65.46153846153847,169.40658945086008,5329,0.0,10228.0
445,13191,31,66,66,1870,1.0,4.0,3.0,72.0,163.0,64.53846153846153,35.52713678800501,4356,0.0,0.0
446,13192,26,67,67,1769,1.0,4.0,3.0,67.0,170.0,63.76923076923077,44.40892098500626,4489,0.0,0.0
447,13193,18,60,71,1445,1.0,3.0,3.0,70.0,157.0,51.15384615384615,9.313225746154785,3600,0.0,0.0
448,13194,24,68,74,1740,1.0,3.0,3.0,71.0,165.0,64.76923076923077,55.51115123125783,4624,0.0,32638.0
449,13195,23,64,68,1718,1.0,3.0,3.0,68.0,154.0,62.92307692307692,22.737367544323206,4096,0.0,0.0
450,13196,19,60,74,1627,1.0,3.0,2.0,70.0,161.0,59.23076923076923,9.313225746154785,3600,0.0,7662.0
451,13197,18,63,78,1624,1.0,3.0,2.0,66.0,132.0,59.19230769230769,18.189894035458565,3969,0.0,0.0
452,13198,24,74,80,2000,2.0,3.0,3.0,72.0,179.0,75.15384615384616,211.75823681357508,5476,134.0,0.0
453,13199,23,71,76,1836,1.0,3.0,4.0,70.0,161.0,63.61538461538461,108.42021724855044,5041,0.0,0.0
454,13200,20,64,76,1449,1.0,3.0,2.0,76.0,179.0,52.5,22.737367544323206,4096,0.0,0.0
455,13201,22,67,75,1873,1.0,3.0,3.0,72.0,165.0,66.26923076923077,44.40892098500626,4489,0.0,0.0
456,13202,27,70,70,1707,1.0,3.0,2.0,74.0,187.0,63.53846153846154,86.73617379884035,4900,0.0,0.0
457,13203,26,74,76,1864,1.0,4.0,4.0,71.0,165.0,66.46153846153847,211.75823681357508,5476,0.0,19086.0
458,13204,25,64,65,1670,1.0,3.0,3.0,68.0,165.0,57.53846153846154,22.737367544323206,4096,0.0,0.0
