,Ob,WageNew,Age,Overall,Potential,Special,International Reputation,Weak Foot,Skill Moves,Height,Weight,Positions Average,Exponential Term,Quadratic Term,Top 20 Clubs,Average Club Wages
222,223,3884,21,68,76,1735,1.0,3.0,2.0,69.0,159.0,61.69230769230769,55.51115123125783,4624,0.0,0.0
223,224,1251,27,68,68,1628,1.0,3.0,3.0,70.0,168.0,56.26923076923077,55.51115123125783,4624,0.0,0.0
224,225,1334,23,62,68,1568,1.0,3.0,3.0,67.0,154.0,55.96153846153846,14.551915228366852,3844,0.0,883.0
225,226,9303,26,73,74,1824,1.0,4.0,3.0,73.0,185.0,65.1923076923077,169.40658945086008,5329,0.0,5117.0
226,227,2402,22,62,68,1494,,,,0.0,0.0,0.0,14.551915228366852,3844,0.0,0.0
227,228,24483,21,75,87,1746,1.0,3.0,3.0,72.0,181.0,61.84615384615385,264.6977960169689,5625,0.0,14672.0
228,229,2660,32,66,66,966,1.0,2.0,1.0,71.0,165.0,0.0,35.52713678800501,4356,0.0,4394.0
229,230,6130,27,68,68,1764,1.0,3.0,4.0,70.0,159.0,63.23076923076923,55.51115123125783,4624,0.0,0.0
230,231,7383,26,71,74,1715,1.0,3.0,2.0,75.0,161.0,63.84615384615385,108.42021724855044,5041,0.0,0.0
231,232,39190,31,75,75,1154,2.0,3.0,1.0,78.0,198.0,0.0,264.6977960169689,5625,0.0,69763.0
232,233,9683,30,68,68,1675,2.0,3.0,2.0,71.0,183.0,59.34615384615385,55.51115123125783,4624,125.0,0.0
233,234,1716,21,55,65,826,1.0,3.0,1.0,75.0,168.0,0.0,3.0517578125,3025,0.0,0.0
234,235,1201,21,63,74,1679,1.0,3.0,2.0,69.0,154.0,58.03846153846154,18.189894035458565,3969,0.0,0.0
235,236,40744,28,73,73,1924,1.0,3.0,3.0,72.0,181.0,69.1923076923077,169.40658945086008,5329,0.0,0.0
236,237,10586,26,69,70,1725,1.0,4.0,3.0,75.0,187.0,60.76923076923077,69.38893903907228,4761,0.0,0.0
237,238,11974,32,67,67,1120,1.0,1.0,1.0,73.0,165.0,0.0,44.40892098500626,4489,0.0,14685.0
238,239,6141,24,71,74,1587,1.0,3.0,2.0,73.0,170.0,57.26923076923077,108.42021724855044,5041,0.0,0.0
239,240,6819,33,70,70,1780,1.0,3.0,3.0,72.0,159.0,66.15384615384616,86.73617379884035,4900,0.0,9830.0
240,241,5596,26,68,71,1663,1.0,3.0,2.0,73.0,174.0,58.42307692307692,55.51115123125783,4624,0.0,0.0
241,242,3952,18,59,79,1474,1.0,3.0,3.0,68.0,146.0,53.26923076923077,7.450580596923828,3481,0.0,69763.0
242,243,26498,20,65,80,1574,1.0,4.0,3.0,68.0,152.0,56.38461538461539,28.421709430404007,4225,307.0,0.0
243,244,2004,35,63,63,1683,1.0,2.0,2.0,70.0,150.0,60.92307692307692,18.189894035458565,3969,0.0,0.0
244,245,6983,30,68,68,1808,1.0,2.0,3.0,66.0,152.0,62.84615384615385,55.51115123125783,4624,0.0,6489.0
245,246,1313,19,61,74,1560,1.0,4.0,2.0,65.0,123.0,54.26923076923077,11.641532182693481,3721,0.0,0.0
246,247,1649,19,63,80,1499,1.0,3.0,3.0,70.0,163.0,55.65384615384615,18.189894035458565,3969,0.0,9830.0
247,248,4743,26,66,66,1663,1.0,4.0,3.0,68.0,159.0,56.73076923076923,35.52713678800501,4356,0.0,0.0
248,249,2452,32,66,66,1743,1.0,3.0,2.0,69.0,154.0,61.53846153846154,35.52713678800501,4356,0.0,0.0
249,250,25733,34,73,73,1787,2.0,3.0,2.0,69.0,161.0,65.07692307692308,169.40658945086008,5329,0.0,42277.0
250,251,48431,29,76,76,1576,2.0,2.0,2.0,75.0,183.0,58.92307692307692,330.8722450212111,5776,0.0,41755.0
251,252,7322,32,66,66,1705,1.0,3.0,3.0,67.0,132.0,61.5,35.52713678800501,4356,0.0,0.0
252,253,1764,19,64,80,1569,1.0,2.0,3.0,72.0,181.0,60.07692307692308,22.737367544323206,4096,0.0,0.0
253,254,4262,22,65,76,1660,1.0,3.0,2.0,72.0,170.0,58.5,28.421709430404007,4225,0.0,0.0
254,255,1855,20,56,63,793,1.0,2.0,1.0,75.0,187.0,0.0,3.814697265625,3136,0.0,0.0
255,256,11548,22,65,75,1611,1.0,3.0,3.0,70.0,154.0,62.03846153846154,28.421709430404007,4225,0.0,0.0
256,257,21146,22,72,80,1729,1.0,3.0,4.0,66.0,132.0,60.84615384615385,135.52527156068805,5184,0.0,13866.0
257,258,14303,26,68,70,1105,1.0,3.0,1.0,72.0,194.0,0.0,55.51115123125783,4624,0.0,0.0
258,259,28946,24,72,77,1822,1.0,3.0,3.0,70.0,168.0,64.0,135.52527156068805,5184,0.0,0.0
259,260,6052,26,62,66,1083,1.0,4.0,1.0,77.0,198.0,0.0,14.551915228366852,3844,0.0,0.0
260,261,1294,30,71,71,1018,1.0,2.0,1.0,72.0,161.0,0.0,108.42021724855044,5041,0.0,0.0
261,262,5087,21,64,71,1621,1.0,4.0,2.0,72.0,165.0,55.92307692307692,22.737367544323206,4096,0.0,0.0
262,263,3096,23,64,69,1587,1.0,3.0,2.0,71.0,165.0,58.11538461538461,22.737367544323206,4096,0.0,0.0
263,264,2146,22,53,56,876,1.0,3.0,1.0,75.0,179.0,0.0,1.953125,2809,0.0,0.0
264,265,1378,27,68,68,1593,1.0,2.0,3.0,69.0,143.0,61.57692307692308,55.51115123125783,4624,0.0,0.0
265,266,6107,22,66,72,1786,1.0,3.0,3.0,71.0,146.0,61.92307692307692,35.52713678800501,4356,0.0,0.0
266,267,1230,20,61,72,1494,1.0,3.0,2.0,75.0,181.0,51.19230769230769,11.641532182693481,3721,0.0,0.0
267,268,1304,25,55,57,1420,1.0,4.0,2.0,68.0,154.0,52.11538461538461,3.0517578125,3025,0.0,0.0
268,269,2126,21,58,66,1519,1.0,3.0,2.0,71.0,163.0,55.92307692307692,5.9604644775390625,3364,0.0,0.0
269,270,9859,38,73,73,1775,2.0,4.0,3.0,67.0,143.0,65.65384615384616,169.40658945086008,5329,0.0,0.0
270,271,3547,22,59,69,1617,1.0,2.0,3.0,70.0,154.0,58.88461538461539,7.450580596923828,3481,0.0,0.0
271,272,1510,25,64,67,1744,1.0,3.0,3.0,72.0,176.0,62.69230769230769,22.737367544323206,4096,0.0,0.0
272,273,7184,22,72,78,1551,1.0,2.0,2.0,73.0,179.0,55.34615384615385,135.52527156068805,5184,0.0,0.0
273,274,11806,27,72,73,1859,1.0,3.0,2.0,69.0,161.0,67.8076923076923,135.52527156068805,5184,0.0,0.0
274,275,2122,21,62,74,1067,1.0,3.0,1.0,72.0,161.0,0.0,14.551915228366852,3844,0.0,0.0
275,276,5312,20,58,72,1570,1.0,3.0,2.0,69.0,154.0,57.92307692307692,5.9604644775390625,3364,0.0,0.0
276,277,10218,26,64,65,1628,1.0,3.0,2.0,74.0,172.0,56.46153846153846,22.737367544323206,4096,0.0,0.0
277,278,2913,29,63,63,978,1.0,2.0,1.0,76.0,183.0,0.0,18.189894035458565,3969,0.0,0.0
278,279,2541,24,67,72,1630,1.0,3.0,3.0,73.0,176.0,60.46153846153846,44.40892098500626,4489,0.0,0.0
279,280,1326,18,62,74,1381,1.0,2.0,2.0,74.0,154.0,48.46153846153846,14.551915228366852,3844,0.0,0.0
280,281,13110,26,70,73,1818,1.0,4.0,3.0,72.0,168.0,66.11538461538461,86.73617379884035,4900,0.0,0.0
281,282,53176,20,77,87,1864,1.0,4.0,3.0,68.0,146.0,67.03846153846153,413.59030627651384,5929,156.0,0.0
282,283,1392,31,64,64,1089,1.0,2.0,1.0,75.0,192.0,0.0,22.737367544323206,4096,0.0,17612.0
283,284,1272,24,62,66,1649,1.0,3.0,2.0,67.0,143.0,58.69230769230769,14.551915228366852,3844,0.0,0.0
284,285,3153,30,63,63,1016,1.0,2.0,1.0,74.0,207.0,0.0,18.189894035458565,3969,0.0,0.0
285,286,1272,20,60,70,1458,1.0,3.0,1.0,73.0,176.0,0.0,9.313225746154785,3600,0.0,23246.0
286,287,5170,29,68,68,1782,1.0,3.0,2.0,69.0,154.0,62.42307692307692,55.51115123125783,4624,0.0,0.0
287,288,1664,24,60,65,1621,1.0,3.0,2.0,71.0,181.0,57.65384615384615,9.313225746154785,3600,0.0,17612.0
288,289,1639,19,57,70,844,1.0,1.0,1.0,73.0,187.0,0.0,4.76837158203125,3249,0.0,0.0
289,290,3476,28,67,68,1472,1.0,2.0,2.0,74.0,170.0,54.69230769230769,44.40892098500626,4489,0.0,0.0
290,291,10718,34,71,71,1833,1.0,3.0,2.0,69.0,157.0,66.76923076923077,108.42021724855044,5041,0.0,0.0
291,292,1610,19,64,80,1703,1.0,4.0,3.0,70.0,141.0,61.57692307692308,22.737367544323206,4096,0.0,0.0
292,293,6485,29,69,69,1776,1.0,3.0,2.0,71.0,159.0,64.0,69.38893903907228,4761,0.0,0.0
293,294,2658,30,62,62,1244,,,,0.0,0.0,0.0,14.551915228366852,3844,0.0,0.0
294,295,2570,19,59,74,1524,1.0,2.0,2.0,72.0,174.0,54.42307692307692,7.450580596923828,3481,0.0,0.0
295,296,13216,28,73,73,1808,1.0,5.0,3.0,70.0,172.0,65.07692307692308,169.40658945086008,5329,0.0,5287.0
296,297,1263,35,63,63,1802,1.0,4.0,2.0,69.0,150.0,64.11538461538461,18.189894035458565,3969,0.0,0.0
297,298,5866,29,68,68,1847,1.0,4.0,3.0,73.0,168.0,66.38461538461539,55.51115123125783,4624,0.0,0.0
298,299,4644,24,68,75,1608,1.0,3.0,2.0,75.0,176.0,57.07692307692308,55.51115123125783,4624,0.0,0.0
299,300,3189,26,61,61,1535,1.0,3.0,3.0,67.0,139.0,57.69230769230769,11.641532182693481,3721,0.0,5861.0
300,301,4926,24,69,74,1798,1.0,3.0,4.0,70.0,154.0,65.11538461538461,69.38893903907228,4761,0.0,0.0
301,302,3184,24,61,64,1585,1.0,3.0,2.0,70.0,172.0,58.11538461538461,11.641532182693481,3721,0.0,0.0
302,303,1635,20,62,72,1524,1.0,3.0,2.0,74.0,190.0,55.19230769230769,14.551915228366852,3844,0.0,0.0
303,304,2309,32,62,62,1464,1.0,3.0,2.0,69.0,159.0,54.65384615384615,14.551915228366852,3844,0.0,2571.0
304,305,3477,26,62,62,1553,1.0,3.0,3.0,71.0,163.0,53.30769230769231,14.551915228366852,3844,0.0,0.0
305,306,4883,19,61,73,1628,1.0,3.0,2.0,69.0,159.0,58.07692307692308,11.641532182693481,3721,0.0,0.0
306,307,1524,18,50,58,898,1.0,3.0,1.0,72.0,179.0,0.0,1.0,2500,0.0,0.0
307,308,9039,30,69,69,1785,1.0,3.0,3.0,70.0,154.0,63.30769230769231,69.38893903907228,4761,0.0,0.0
308,309,1311,29,65,65,1077,1.0,3.0,1.0,76.0,198.0,0.0,28.421709430404007,4225,0.0,0.0
309,310,2679,29,66,66,1489,1.0,3.0,2.0,74.0,176.0,53.26923076923077,35.52713678800501,4356,0.0,2571.0
310,311,1252,22,63,70,1516,1.0,4.0,3.0,70.0,150.0,55.46153846153846,18.189894035458565,3969,0.0,0.0
311,312,5210,29,63,63,1620,1.0,3.0,2.0,76.0,181.0,60.46153846153846,18.189894035458565,3969,0.0,0.0
312,313,1265,21,60,73,912,1.0,3.0,1.0,79.0,198.0,0.0,9.313225746154785,3600,0.0,0.0
313,314,25686,33,79,79,2070,3.0,4.0,4.0,68.0,165.0,73.84615384615384,646.2348535570528,6241,0.0,41214.0
314,315,1844,23,62,66,1690,1.0,3.0,2.0,69.0,157.0,57.80769230769231,14.551915228366852,3844,0.0,0.0
315,316,24319,26,76,77,2005,1.0,3.0,3.0,70.0,165.0,73.07692307692308,330.8722450212111,5776,0.0,0.0
316,317,1449,18,52,68,1316,1.0,2.0,2.0,71.0,154.0,45.38461538461539,1.5625,2704,0.0,0.0
317,318,1771,22,58,69,1488,1.0,3.0,2.0,70.0,154.0,51.38461538461539,5.9604644775390625,3364,0.0,0.0
318,319,2364,24,61,64,1621,1.0,4.0,2.0,71.0,154.0,57.73076923076923,11.641532182693481,3721,0.0,12193.0
319,320,22127,30,71,71,1908,1.0,3.0,3.0,69.0,172.0,69.46153846153847,108.42021724855044,5041,0.0,0.0
320,321,2173,22,57,68,1362,1.0,3.0,2.0,77.0,187.0,47.23076923076923,4.76837158203125,3249,0.0,0.0
321,322,2597,20,60,71,1601,1.0,3.0,2.0,68.0,161.0,58.30769230769231,9.313225746154785,3600,0.0,0.0
322,323,9213,30,69,69,1834,1.0,5.0,3.0,68.0,159.0,63.80769230769231,69.38893903907228,4761,0.0,0.0
323,324,4661,26,67,70,1467,1.0,3.0,2.0,70.0,174.0,50.88461538461539,44.40892098500626,4489,0.0,0.0
324,325,2338,21,63,72,1690,1.0,2.0,2.0,70.0,154.0,62.69230769230769,18.189894035458565,3969,0.0,0.0
325,326,1716,19,58,67,1668,1.0,4.0,2.0,69.0,152.0,58.15384615384615,5.9604644775390625,3364,0.0,0.0
326,327,1616,25,64,67,1618,1.0,3.0,2.0,71.0,170.0,56.57692307692308,22.737367544323206,4096,0.0,0.0
327,328,12805,19,65,82,1523,1.0,3.0,2.0,73.0,172.0,55.65384615384615,28.421709430404007,4225,372.0,0.0
328,329,6415,26,62,65,1495,1.0,3.0,2.0,72.0,165.0,51.42307692307692,14.551915228366852,3844,0.0,42277.0
329,330,9655,25,73,77,1166,1.0,2.0,1.0,74.0,194.0,0.0,169.40658945086008,5329,0.0,0.0
330,331,1538,19,59,70,1573,1.0,3.0,2.0,73.0,157.0,57.5,7.450580596923828,3481,0.0,0.0
331,332,2248,36,63,63,1017,1.0,3.0,1.0,76.0,198.0,0.0,18.189894035458565,3969,0.0,0.0
332,333,25989,34,72,72,1201,2.0,3.0,1.0,74.0,192.0,0.0,135.52527156068805,5184,0.0,0.0
333,334,1406,17,54,72,1424,1.0,4.0,3.0,69.0,154.0,49.84615384615385,2.44140625,2916,0.0,0.0
334,335,1606,19,57,67,928,1.0,3.0,1.0,72.0,159.0,0.0,4.76837158203125,3249,0.0,0.0
335,336,1788,20,50,60,1445,1.0,3.0,2.0,70.0,163.0,50.46153846153846,1.0,2500,0.0,0.0
336,337,1220,23,57,65,883,1.0,2.0,1.0,71.0,183.0,0.0,4.76837158203125,3249,0.0,0.0
337,338,2411,18,57,78,1468,1.0,3.0,2.0,66.0,132.0,51.34615384615385,4.76837158203125,3249,0.0,0.0
338,339,1620,28,61,63,913,1.0,3.0,1.0,75.0,190.0,0.0,11.641532182693481,3721,0.0,0.0
339,340,1998,18,58,69,1381,1.0,2.0,2.0,72.0,161.0,49.69230769230769,5.9604644775390625,3364,0.0,13948.0
340,341,9709,26,72,73,1829,1.0,3.0,3.0,70.0,148.0,66.73076923076923,135.52527156068805,5184,0.0,0.0
341,342,4707,26,66,68,1600,1.0,2.0,2.0,75.0,179.0,57.57692307692308,35.52713678800501,4356,0.0,0.0
342,343,2153,17,52,72,1294,1.0,2.0,2.0,67.0,139.0,48.73076923076923,1.5625,2704,0.0,0.0
343,344,1228,20,55,65,1496,1.0,3.0,2.0,73.0,154.0,55.19230769230769,3.0517578125,3025,0.0,0.0
344,345,2786,35,70,70,1951,1.0,3.0,3.0,68.0,154.0,69.65384615384616,86.73617379884035,4900,0.0,0.0
345,346,2328,20,62,73,1566,1.0,4.0,3.0,71.0,172.0,54.65384615384615,14.551915228366852,3844,0.0,0.0
346,347,1556,20,58,65,1496,1.0,2.0,2.0,72.0,161.0,51.03846153846154,5.9604644775390625,3364,0.0,0.0
347,348,453,28,67,68,1706,1.0,3.0,3.0,66.0,152.0,62.0,44.40892098500626,4489,0.0,0.0
348,349,1168,23,56,62,1302,1.0,2.0,2.0,74.0,174.0,46.96153846153846,3.814697265625,3136,0.0,0.0
349,350,30146,26,76,77,1977,2.0,3.0,3.0,71.0,170.0,73.5,330.8722450212111,5776,0.0,6975.0
350,351,3849,26,72,72,1805,1.0,4.0,3.0,68.0,146.0,62.84615384615385,135.52527156068805,5184,0.0,0.0
351,352,24257,30,69,69,1858,1.0,4.0,3.0,66.0,159.0,67.34615384615384,69.38893903907228,4761,0.0,0.0
352,353,2396,22,68,75,1578,1.0,4.0,2.0,71.0,174.0,55.34615384615385,55.51115123125783,4624,0.0,0.0
353,354,13529,27,75,76,1734,1.0,3.0,3.0,74.0,170.0,62.0,264.6977960169689,5625,0.0,17599.0
354,355,3061,25,63,66,1592,1.0,3.0,3.0,70.0,146.0,55.53846153846154,18.189894035458565,3969,0.0,0.0
355,356,10366,31,76,76,1866,1.0,2.0,3.0,69.0,168.0,69.1923076923077,330.8722450212111,5776,0.0,17612.0
356,357,1151,28,64,64,1729,1.0,4.0,3.0,65.0,130.0,62.46153846153846,22.737367544323206,4096,0.0,4454.0
357,358,21476,27,71,72,1512,1.0,1.0,2.0,74.0,185.0,56.30769230769231,108.42021724855044,5041,0.0,0.0
358,359,7334,19,60,76,1471,1.0,2.0,2.0,69.0,141.0,50.15384615384615,9.313225746154785,3600,128.0,0.0
359,360,4813,24,60,65,1668,1.0,4.0,2.0,75.0,176.0,60.76923076923077,9.313225746154785,3600,0.0,0.0
360,361,9687,18,71,83,1659,1.0,3.0,2.0,76.0,176.0,64.07692307692308,108.42021724855044,5041,0.0,23027.0
361,362,3316,33,67,67,1863,1.0,3.0,3.0,68.0,154.0,66.26923076923077,44.40892098500626,4489,0.0,0.0
362,363,11504,24,71,78,1748,1.0,3.0,3.0,69.0,150.0,62.15384615384615,108.42021724855044,5041,0.0,0.0
363,364,2432,19,62,78,1652,1.0,2.0,2.0,70.0,165.0,59.69230769230769,14.551915228366852,3844,0.0,0.0
364,365,2583,36,63,63,1328,1.0,3.0,2.0,74.0,185.0,46.73076923076923,18.189894035458565,3969,0.0,0.0
365,366,36354,27,78,78,1980,2.0,3.0,3.0,74.0,183.0,72.38461538461539,516.9878828456423,6084,0.0,14374.0
366,367,2997,26,69,72,1744,1.0,3.0,2.0,74.0,185.0,60.03846153846154,69.38893903907228,4761,0.0,0.0
367,368,6695,35,71,71,1089,1.0,2.0,1.0,73.0,163.0,0.0,108.42021724855044,5041,0.0,0.0
368,369,23407,30,75,75,1911,1.0,4.0,3.0,70.0,168.0,69.76923076923077,264.6977960169689,5625,0.0,44605.0
369,370,47951,21,75,80,1913,1.0,5.0,3.0,70.0,152.0,66.88461538461539,264.6977960169689,5625,0.0,39791.0
370,371,2674,27,63,63,1576,1.0,2.0,3.0,73.0,172.0,55.53846153846154,18.189894035458565,3969,0.0,0.0
371,372,5280,26,69,70,1136,1.0,2.0,1.0,75.0,201.0,0.0,69.38893903907228,4761,0.0,0.0
372,373,8590,28,68,68,1728,1.0,3.0,3.0,74.0,176.0,64.46153846153847,55.51115123125783,4624,0.0,0.0
373,374,49529,30,77,77,1957,2.0,2.0,2.0,71.0,163.0,70.11538461538461,413.59030627651384,5929,0.0,81144.0
374,375,2567,26,62,65,1610,1.0,3.0,2.0,70.0,157.0,56.07692307692308,14.551915228366852,3844,0.0,0.0
375,376,1215,25,61,64,1507,1.0,4.0,2.0,73.0,176.0,51.5,11.641532182693481,3721,0.0,0.0
376,377,1854,28,63,64,999,1.0,2.0,1.0,74.0,183.0,0.0,18.189894035458565,3969,0.0,1590.0
377,378,1266,27,72,73,1843,1.0,3.0,3.0,72.0,181.0,68.88461538461539,135.52527156068805,5184,0.0,0.0
378,379,3215,25,62,65,1484,1.0,2.0,2.0,71.0,170.0,51.84615384615385,14.551915228366852,3844,0.0,0.0
379,380,2798,20,54,67,1254,1.0,2.0,2.0,71.0,152.0,41.65384615384615,2.44140625,2916,0.0,23928.0
380,381,1540,30,63,63,1741,1.0,3.0,3.0,72.0,165.0,62.0,18.189894035458565,3969,0.0,0.0
381,382,1158,19,50,66,1355,1.0,3.0,2.0,67.0,143.0,46.96153846153846,1.0,2500,0.0,3983.0
382,383,1583,22,59,70,1434,1.0,3.0,2.0,68.0,143.0,52.65384615384615,7.450580596923828,3481,0.0,7781.0
383,384,2789,22,61,68,1479,1.0,3.0,2.0,67.0,143.0,53.03846153846154,11.641532182693481,3721,0.0,0.0
384,385,3055,19,59,74,1536,1.0,3.0,2.0,79.0,172.0,56.65384615384615,7.450580596923828,3481,0.0,13247.0
385,386,4834,30,69,69,1810,1.0,3.0,2.0,72.0,172.0,63.46153846153846,69.38893903907228,4761,0.0,0.0
386,387,20717,20,74,83,1922,1.0,4.0,3.0,76.0,179.0,71.23076923076923,211.75823681357508,5476,0.0,72395.0
387,388,1447,19,56,74,1483,1.0,3.0,2.0,69.0,141.0,51.5,3.814697265625,3136,0.0,0.0
388,389,2533,22,61,66,1539,1.0,3.0,3.0,69.0,154.0,57.46153846153846,11.641532182693481,3721,0.0,13459.0
389,390,2741,29,60,60,1590,1.0,3.0,2.0,70.0,185.0,58.38461538461539,9.313225746154785,3600,0.0,0.0
390,391,28148,26,69,69,1888,1.0,3.0,3.0,69.0,163.0,64.46153846153847,69.38893903907228,4761,0.0,0.0
391,392,1447,22,74,80,1634,1.0,3.0,3.0,73.0,168.0,62.92307692307692,211.75823681357508,5476,0.0,0.0
392,393,3920,27,61,62,1116,1.0,3.0,1.0,71.0,148.0,0.0,11.641532182693481,3721,0.0,0.0
393,394,4028,22,68,72,1464,1.0,3.0,2.0,72.0,174.0,52.57692307692308,55.51115123125783,4624,0.0,7781.0
394,395,17352,23,67,74,1639,1.0,4.0,3.0,72.0,170.0,59.03846153846154,44.40892098500626,4489,0.0,11806.0
395,396,4710,23,65,71,1660,1.0,3.0,3.0,67.0,139.0,61.96153846153846,28.421709430404007,4225,0.0,0.0
396,397,18189,26,73,74,1702,1.0,3.0,2.0,73.0,161.0,59.23076923076923,169.40658945086008,5329,0.0,0.0
397,398,13852,25,77,80,1929,2.0,4.0,3.0,67.0,143.0,68.76923076923077,413.59030627651384,5929,0.0,0.0
398,399,2684,24,64,68,1725,1.0,3.0,2.0,69.0,159.0,62.88461538461539,22.737367544323206,4096,0.0,0.0
399,400,3026,26,65,68,1450,1.0,2.0,2.0,72.0,170.0,51.53846153846154,28.421709430404007,4225,0.0,0.0
400,401,17869,23,79,85,1963,1.0,3.0,4.0,68.0,157.0,70.88461538461539,646.2348535570528,6241,0.0,0.0
401,402,20936,22,69,77,1873,1.0,3.0,3.0,70.0,165.0,67.38461538461539,69.38893903907228,4761,0.0,42891.0
402,403,1199,26,63,67,1066,1.0,2.0,1.0,73.0,172.0,0.0,18.189894035458565,3969,0.0,0.0
403,404,61368,22,78,85,1906,2.0,3.0,3.0,71.0,179.0,66.15384615384616,516.9878828456423,6084,0.0,26916.0
404,405,4044,31,61,61,1525,1.0,2.0,2.0,70.0,163.0,58.5,11.641532182693481,3721,0.0,8892.0
405,406,2395,29,66,66,1713,1.0,4.0,3.0,68.0,150.0,59.96153846153846,35.52713678800501,4356,0.0,0.0
406,407,26734,25,76,82,1764,1.0,2.0,2.0,71.0,185.0,66.34615384615384,330.8722450212111,5776,0.0,0.0
407,408,6149,22,70,78,1947,1.0,2.0,3.0,68.0,154.0,67.11538461538461,86.73617379884035,4900,0.0,0.0
408,409,1769,17,52,77,1405,1.0,3.0,2.0,73.0,154.0,51.19230769230769,1.5625,2704,0.0,0.0
409,410,5324,26,68,71,1775,1.0,4.0,3.0,74.0,170.0,63.92307692307692,55.51115123125783,4624,0.0,0.0
410,411,1676,24,57,65,1105,1.0,3.0,1.0,76.0,194.0,0.0,4.76837158203125,3249,0.0,0.0
411,412,2902,32,62,62,1658,1.0,3.0,3.0,72.0,163.0,58.46153846153846,14.551915228366852,3844,0.0,0.0
412,413,6264,18,64,75,1527,1.0,4.0,3.0,70.0,161.0,53.88461538461539,22.737367544323206,4096,0.0,0.0
413,414,3973,28,56,56,1565,1.0,4.0,2.0,72.0,168.0,57.73076923076923,3.814697265625,3136,0.0,23246.0
414,415,4773,26,66,68,1806,1.0,3.0,3.0,70.0,148.0,63.57692307692308,35.52713678800501,4356,0.0,0.0
415,416,1797,26,64,64,1529,1.0,2.0,2.0,72.0,170.0,56.80769230769231,22.737367544323206,4096,0.0,0.0
416,417,4881,33,68,68,1892,1.0,3.0,3.0,68.0,161.0,66.57692307692308,55.51115123125783,4624,0.0,0.0
417,418,57977,34,75,75,1428,2.0,2.0,2.0,73.0,223.0,57.15384615384615,264.6977960169689,5625,0.0,68591.0
418,419,1539,26,64,65,1709,1.0,3.0,3.0,67.0,143.0,63.0,22.737367544323206,4096,0.0,2571.0
419,420,2056,19,59,74,1474,1.0,4.0,3.0,69.0,163.0,52.92307692307692,7.450580596923828,3481,0.0,0.0
420,421,22025,31,69,69,1694,1.0,2.0,2.0,70.0,161.0,63.11538461538461,69.38893903907228,4761,0.0,24228.0
421,422,2857,25,66,69,1635,1.0,3.0,3.0,70.0,154.0,58.5,35.52713678800501,4356,0.0,2616.0
422,423,6014,28,65,65,1768,1.0,4.0,2.0,67.0,148.0,60.92307692307692,28.421709430404007,4225,0.0,0.0
423,424,1593,26,60,65,1138,1.0,2.0,1.0,74.0,187.0,0.0,9.313225746154785,3600,0.0,0.0
424,425,19028,24,74,78,1866,1.0,4.0,4.0,70.0,157.0,66.23076923076923,211.75823681357508,5476,0.0,7840.0
425,426,2606,26,64,67,1665,1.0,3.0,2.0,72.0,157.0,61.26923076923077,22.737367544323206,4096,0.0,4394.0
426,427,3688,19,64,80,1551,1.0,3.0,3.0,70.0,141.0,55.61538461538461,22.737367544323206,4096,0.0,25051.0
427,428,855,29,67,67,1823,1.0,2.0,2.0,67.0,148.0,65.92307692307692,44.40892098500626,4489,0.0,0.0
428,429,16985,25,69,73,1584,1.0,3.0,2.0,75.0,176.0,60.30769230769231,69.38893903907228,4761,0.0,0.0
429,430,1519,23,56,64,966,1.0,3.0,1.0,77.0,172.0,0.0,3.814697265625,3136,0.0,0.0
430,431,6360,28,69,69,1749,1.0,2.0,2.0,67.0,143.0,61.88461538461539,69.38893903907228,4761,0.0,0.0
431,432,1374,18,54,67,1279,1.0,3.0,2.0,72.0,150.0,46.38461538461539,2.44140625,2916,0.0,0.0
432,433,4614,27,71,72,1972,1.0,3.0,3.0,70.0,152.0,70.03846153846153,108.42021724855044,5041,0.0,4185.0
433,434,1411,30,58,58,963,1.0,1.0,1.0,76.0,176.0,0.0,5.9604644775390625,3364,0.0,13459.0
434,435,21989,29,77,77,1923,2.0,3.0,4.0,69.0,148.0,67.88461538461539,413.59030627651384,5929,0.0,0.0
435,436,2353,28,63,63,1357,1.0,3.0,2.0,77.0,168.0,52.03846153846154,18.189894035458565,3969,0.0,0.0
436,437,1477,31,66,66,1447,1.0,3.0,2.0,74.0,170.0,50.84615384615385,35.52713678800501,4356,0.0,0.0
437,438,2673,24,59,64,1435,1.0,2.0,2.0,69.0,154.0,49.76923076923077,7.450580596923828,3481,0.0,0.0
438,439,17365,19,70,85,1724,1.0,4.0,4.0,72.0,163.0,61.57692307692308,86.73617379884035,4900,0.0,39595.0
439,440,5225,27,64,64,1553,1.0,3.0,3.0,74.0,185.0,56.26923076923077,22.737367544323206,4096,0.0,0.0
440,441,1407,28,61,61,1538,1.0,2.0,2.0,71.0,176.0,53.23076923076923,11.641532182693481,3721,0.0,0.0
441,442,1240,20,60,70,1494,1.0,2.0,3.0,70.0,165.0,53.34615384615385,9.313225746154785,3600,0.0,0.0
442,443,1533,32,66,66,1079,1.0,2.0,1.0,74.0,196.0,0.0,35.52713678800501,4356,0.0,0.0
443,444,5350,23,60,68,1418,1.0,2.0,2.0,69.0,154.0,50.15384615384615,9.313225746154785,3600,0.0,0.0
444,445,2033,22,59,67,1348,1.0,3.0,2.0,75.0,165.0,46.0,7.450580596923828,3481,0.0,0.0
445,446,1629,33,79,79,1999,2.0,3.0,4.0,70.0,185.0,70.26923076923077,646.2348535570528,6241,0.0,0.0
